id,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area,State
ncCcgL1K,34,healthy,99634,single,practical,badminton,91918,no response,rural,AK
4swT2Cde,38,active,29347,single,expensive,badminton,75244,no response,urban,SC
OgbGQi6b,51,cozily,97576,single,practical,athletics,61154,no response,urban,OR
kKqv3Qja,57,healthy,60638,married,practical,badminton,74505,response,urban,IL
0jeoiUqx,28,healthy,64945,married,practical,athletics,98232,response,urban,MO
osRHYXPI,15,active,50570,married,expensive,soccer,40256,no response,urban,IA
ZFf3lZmg,49,cozily,45088,married,practical,,102075,no response,rural,OH
chWQM9A4,53,healthy,26797,single,expensive,badminton,24001,no response,urban,WV
sk4p5Gyb,26,active,99731,married,practical,badminton,116616,no response,urban,AK
T2auBWpx,60,cozily,94730,single,practical,soccer,60359,response,urban,CA
tHt5DEhd,67,active,18909,married,expensive,athletics,117598,response,urban,PA
BXmhlXMf,55,active,88914,married,practical,badminton,143247,response,rural,NV
O9p8UVYI,27,healthy,96692,married,expensive,athletics,141903,response,urban,AP
KMxb3JCD,22,cozily,22183,single,practical,athletics,61095,no response,urban,VA
0enYjQio,63,cozily,16692,single,practical,badminton,140832,response,urban,PA
sFYnegiV,31,active,10648,single,expensive,soccer,46333,no response,rural,NY
ctocue1J,64,healthy,88283,single,practical,athletics,144709,response,rural,NM
KjgFe84s,37,healthy,10338,single,expensive,,118522,response,rural,NY
F6RKmTzj,41,cozily,87790,single,practical,,48349,no response,rural,NM
IsITG46K,27,active,48867,married,practical,badminton,129064,no response,urban,MI
lgrrRigK,65,cozily,92071,married,practical,badminton,91963,response,rural,CA
uh8LWL2g,48,cozily,63179,married,practical,athletics,102202,no response,rural,MO
6Inc1jjH,25,active,55069,married,practical,,123300,no response,rural,MN
ZhhZXmHh,57,healthy,85787,single,practical,badminton,149165,response,rural,AZ
WWfFeFTZ,64,active,55128,married,expensive,athletics,126480,response,rural,MN
wvF2MYhf,59,cozily,40018,married,expensive,athletics,114760,response,urban,KY
6GcdANJZ,69,healthy,77734,married,expensive,athletics,41630,response,rural,TX
DTabIQ8M,35,healthy,63376,single,practical,badminton,135778,no response,rural,MO
VMwnp91Q,23,healthy,45249,married,practical,athletics,38594,no response,urban,OH
G8A2KMLV,65,cozily,54886,single,practical,,115014,response,urban,WI
3GL0O9Bk,44,active,94288,married,practical,athletics,21531,no response,urban,CA
lJ48ejwW,37,healthy,15455,married,expensive,soccer,149430,response,rural,PA
50Vl7yL3,36,cozily,75661,married,expensive,soccer,77626,no response,rural,TX
1xe9uWJs,41,healthy,86251,single,expensive,,74677,no response,rural,AZ
OdNNzxdj,65,healthy,69073,married,practical,athletics,74392,response,rural,NE
buP98TvD,50,healthy,19272,married,expensive,soccer,21725,no response,rural,PA
61UEC6AM,40,cozily,12096,single,expensive,athletics,87786,response,rural,NY
oo6yYPzB,54,active,81576,married,expensive,soccer,90593,no response,rural,CO
TbHnxxSm,58,cozily,11640,single,practical,soccer,78800,response,urban,NY
9s91VTcg,37,healthy,52209,single,expensive,athletics,37350,no response,rural,IA
TIuK1f8c,48,cozily,18493,married,practical,athletics,76717,no response,rural,PA
qYU3UOmc,68,active,82578,married,expensive,,21328,response,urban,WY
8qFWncF9,37,cozily,93220,married,practical,badminton,116053,no response,urban,CA
cQXWKea2,58,healthy,74969,single,practical,,30945,response,urban,OK
jlJwHmS6,35,healthy,89279,single,expensive,badminton,74430,no response,urban,NV
Oce7KMpI,49,active,67363,married,practical,badminton,51033,no response,urban,KS
ClyAwcKp,28,healthy,62929,single,expensive,athletics,51573,no response,rural,IL
ZG4oIMce,52,cozily,38844,single,expensive,soccer,103270,no response,urban,MS
nKhYWNyX,69,cozily,36388,single,practical,badminton,93062,response,rural,AL
1nPzxvzv,51,cozily,17673,single,expensive,athletics,41619,no response,urban,PA
cSswVQQa,29,active,43989,married,expensive,soccer,70441,no response,urban,OH
BzI7QHVR,40,cozily,77440,single,practical,,149433,response,urban,TX
bk8EBYha,18,healthy,81333,married,practical,badminton,73444,no response,rural,CO
DBgMluG6,46,active,37829,single,expensive,badminton,107414,no response,urban,TN
GenRP1lq,44,cozily,24968,married,practical,,145620,response,urban,WV
Zr4UbbZW,28,active,97036,married,expensive,athletics,116068,no response,rural,OR
c0GDNIY7,27,active,40613,married,expensive,soccer,124294,no response,urban,KY
ciyztJx7,52,cozily,41274,married,expensive,soccer,102016,no response,urban,KY
TZZ7rw34,38,active,33897,single,practical,athletics,144625,response,urban,FL
6mI6qhUC,25,healthy,48353,single,practical,soccer,101456,no response,urban,MI
Oy6GfCBB,58,cozily,84266,single,practical,athletics,140720,response,urban,UT
HFsS2vCT,31,cozily,87431,single,practical,athletics,90475,no response,urban,NM
q3Jirm9n,65,cozily,28553,single,expensive,soccer,118837,response,rural,NC
rfDccmZt,54,cozily,55015,married,practical,,145932,response,urban,MN
wzH99G9O,20,healthy,96916,single,expensive,athletics,136627,no response,urban,GU
YJwiEslM,18,healthy,90073,married,expensive,soccer,128287,no response,urban,CA
melovRWR,56,cozily,94121,married,practical,soccer,124144,response,urban,CA
2cAZbbY8,34,cozily,21137,single,practical,badminton,65351,no response,urban,MD
DIOisyqc,61,healthy,66617,single,practical,athletics,54110,response,urban,KS
HD964w0W,69,active,87980,married,practical,soccer,36249,response,urban,NM
Ehxn6jga,26,active,16592,married,expensive,,90593,no response,urban,PA
37VwkauP,68,active,24925,married,expensive,soccer,125690,response,urban,WV
tFYiHZMq,67,active,45392,married,expensive,,34943,no response,rural,OH
CQ6FH0rC,52,active,91290,married,expensive,badminton,78210,no response,urban,CA
gwMg5E0b,58,active,73999,married,expensive,athletics,31947,no response,urban,OK
m4QEWjfN,21,cozily,72421,married,practical,,93417,no response,urban,AR
aAWFPZMc,50,healthy,17458,single,practical,soccer,61481,response,urban,PA
xkTjk724,17,healthy,38236,single,practical,soccer,149483,response,rural,TN
bIxrxOk4,46,active,19310,married,practical,soccer,76228,response,rural,PA
R1zSfBLh,63,cozily,81918,single,practical,athletics,125902,response,rural,CO
bfb8u0ja,67,cozily,65174,married,practical,soccer,36744,response,urban,MO
S69C4n3k,22,cozily,40585,married,practical,,60228,no response,rural,KY
JcT7mPtE,52,active,83044,married,practical,soccer,128461,no response,urban,WY
KILJTGYl,41,cozily,22318,single,expensive,,145533,response,urban,VA
tH1ihHJC,27,active,19932,married,practical,soccer,89360,response,urban,DE
t4NN8r4z,59,healthy,63453,married,practical,,129821,response,urban,MO
C2LD1Msf,41,cozily,99748,single,expensive,badminton,54976,no response,rural,AK
YliWRuTy,36,healthy,56037,single,expensive,badminton,127582,no response,urban,MN
h1L33JVV,45,healthy,26820,single,practical,soccer,51762,no response,rural,WV
0GJZWWtf,68,active,92379,married,practical,soccer,148799,response,rural,CA
ofIIM6VM,46,healthy,81693,married,expensive,soccer,118117,no response,urban,CO
WM9OAhFH,56,cozily,46734,married,practical,,114665,response,urban,IN
qoXY8wGd,16,cozily,71166,married,expensive,badminton,41091,no response,urban,LA
aTAbTaRb,38,active,69012,single,practical,athletics,77379,no response,urban,NE
r85jtT33,43,healthy,12447,married,expensive,athletics,43053,response,urban,NY
CwbjRZxS,66,healthy,45412,married,expensive,badminton,29715,response,rural,OH
smgyVZXb,33,cozily,32315,single,practical,soccer,121553,no response,urban,FL
hFnOqAPz,48,healthy,15599,married,expensive,soccer,148955,response,urban,PA
RrUb8SO6,26,healthy,93302,married,expensive,athletics,52167,no response,rural,CA
SlHwI1lo,63,healthy,98412,married,expensive,badminton,83465,response,urban,WA
8Ukw5494,41,cozily,60493,married,expensive,badminton,98581,no response,urban,IL
gULLghQ7,61,active,23976,married,expensive,athletics,123463,response,urban,VA
4hj90b2h,65,cozily,97062,married,expensive,badminton,142773,response,urban,OR
5naBtmal,20,cozily,34386,single,expensive,soccer,102704,no response,urban,FL
FdLsUcNB,20,cozily,60534,single,practical,athletics,47753,no response,urban,IL
wtTBHffK,66,active,70458,single,expensive,soccer,80409,response,rural,LA
P8jgG2mF,42,active,48352,single,expensive,,127942,no response,urban,MI
NhzBVUm2,62,cozily,96249,married,practical,soccer,125269,response,urban,AP
EmoQ8sH3,31,healthy,89881,married,expensive,,102464,no response,urban,NV
hFhrzPlL,51,healthy,81584,married,practical,soccer,118193,no response,rural,CO
U8hN5iDJ,62,cozily,33742,single,practical,badminton,108021,response,rural,FL
kLFg84hL,67,active,59157,single,practical,,58788,response,rural,MT
bplui2eo,63,active,34758,single,practical,soccer,65706,response,rural,FL
tu0gRpzm,25,healthy,27043,single,practical,badminton,148952,response,rural,NC
Bjg3dMh9,33,cozily,36930,single,expensive,,55715,no response,urban,AL
AmeIfoJr,60,healthy,51989,single,practical,badminton,132937,response,urban,IA
5YNAHHxc,65,cozily,26140,married,practical,soccer,43080,response,rural,WV
QBqERLGC,51,cozily,63251,married,expensive,,45423,no response,urban,MO
1KeUzKcx,56,healthy,50777,married,practical,athletics,91311,response,rural,IA
qViXGT9v,19,healthy,91198,married,expensive,soccer,147648,response,urban,CA
Bu7z0VM3,38,healthy,12908,married,practical,soccer,140906,response,urban,NY
M1v0VSwL,26,active,54660,married,expensive,badminton,96505,no response,urban,WI
Kzwt6Lss,21,active,45482,married,practical,athletics,75566,no response,urban,OH
pP8S6hJE,31,cozily,18131,married,expensive,athletics,90214,no response,urban,PA
iedd1LjE,36,cozily,81312,single,practical,athletics,116719,no response,urban,CO
QiXOZpPx,35,cozily,71323,married,expensive,soccer,117943,no response,rural,LA
p7fHHX7G,50,active,68750,married,expensive,athletics,115236,response,rural,NE
FGIAqKvd,52,healthy,33356,married,expensive,soccer,137424,no response,urban,FL
eqdshQwd,15,healthy,44992,married,practical,athletics,67740,no response,urban,OH
eTgLLx35,40,healthy,66571,married,practical,,39552,no response,rural,KS
2wGUAIsr,57,cozily,48973,single,practical,,74730,response,rural,MI
SOkXtbwz,42,cozily,70545,married,expensive,athletics,85857,no response,urban,LA
oh2wYWMk,63,healthy,98563,single,expensive,,50290,response,rural,WA
VkXWHLfc,52,healthy,51577,single,expensive,,140931,response,urban,IA
kXIKk9r7,37,cozily,45382,single,expensive,,138533,no response,urban,OH
BL3kXl4R,27,cozily,41003,single,practical,athletics,138073,no response,urban,KY
OQ8QdzD2,34,cozily,52843,married,expensive,athletics,45421,no response,urban,IA
k3Q56MOR,43,healthy,34386,married,expensive,athletics,29397,no response,urban,FL
rYVKtiki,68,active,16705,single,expensive,soccer,80502,response,rural,PA
M4YBZJKH,63,cozily,56432,single,practical,athletics,120208,response,urban,MN
KbEjpb6O,28,active,14422,single,practical,badminton,109618,response,urban,NY
J8kixO44,35,cozily,88146,single,practical,soccer,90102,no response,urban,NM
MxuJPhf5,33,cozily,45017,single,practical,athletics,59018,response,urban,OH
jpXA4a0u,39,active,27851,married,expensive,badminton,85827,no response,urban,NC
g6VmGeaQ,28,active,30304,married,practical,soccer,121901,no response,urban,GA
GVyk9T3k,47,active,62179,married,practical,badminton,149487,response,rural,IL
NiQ7emDB,49,healthy,40641,single,practical,,136078,no response,urban,KY
PlgoLdUe,22,healthy,63789,married,practical,athletics,84034,no response,urban,MO
qUBQbYO4,35,active,36797,single,expensive,badminton,49300,no response,urban,AL
0LvJ7N8i,48,healthy,70219,single,expensive,soccer,22431,no response,rural,LA
QOvjjzfK,15,active,53854,single,practical,badminton,62229,no response,urban,WI
gIg5NzBA,53,healthy,92157,single,expensive,soccer,79996,no response,rural,CA
wp7EdBmH,35,cozily,62431,married,practical,,75433,no response,rural,IL
w6dAdH77,38,cozily,17827,married,expensive,badminton,98166,no response,urban,PA
C8wYtDBo,59,healthy,71192,single,expensive,,133297,response,urban,LA
GJLsfnUz,32,cozily,81932,single,practical,soccer,43143,no response,rural,CO
MbfpKdP3,53,active,59313,single,expensive,soccer,41119,no response,urban,MT
d6FcPvi0,16,active,58180,single,practical,badminton,131044,response,urban,ND
I4kimiE2,44,healthy,83377,married,expensive,soccer,56651,no response,rural,ID
rlyTdDRv,16,active,34920,married,practical,badminton,131588,no response,urban,FL
n6nI9PF1,24,active,61839,married,expensive,athletics,34793,no response,urban,IL
atuthFxS,30,active,80970,single,practical,athletics,132724,no response,rural,CO
fHs8J2Zn,67,active,63364,single,expensive,badminton,94866,response,urban,MO
jbHoQfTF,55,healthy,73179,married,expensive,athletics,56462,no response,urban,OK
dN88tYan,65,cozily,29410,single,expensive,soccer,27583,response,rural,SC
9rtazlcF,55,healthy,68953,married,expensive,badminton,105081,no response,urban,NE
p4OigA41,62,cozily,84973,married,practical,badminton,98912,response,urban,UT
hgHVoQJQ,36,cozily,50808,married,practical,soccer,121978,no response,urban,IA
ZS83G1jE,27,cozily,29450,married,practical,athletics,141336,response,rural,SC
vxfY9anz,31,cozily,63196,single,practical,soccer,40032,no response,urban,MO
c9QaadiA,63,cozily,53157,single,expensive,badminton,129610,response,urban,WI
RqyR9Zyv,44,cozily,69994,married,expensive,soccer,47117,no response,urban,NE
YVPBm67L,37,healthy,66664,single,expensive,soccer,137484,no response,urban,KS
E5SmMXIA,56,cozily,18087,single,expensive,soccer,140001,response,urban,PA
VJMwG9cK,55,healthy,48451,single,expensive,,67896,no response,urban,MI
vuhSOkjC,40,cozily,80601,married,practical,athletics,119306,no response,urban,CO
lKqvsGwx,41,healthy,38383,single,practical,badminton,29220,no response,urban,TN
bYcrvcYf,16,healthy,84924,single,expensive,athletics,56616,no response,urban,UT
gRRkboqV,39,active,27572,single,practical,badminton,77701,no response,urban,NC
X0NynnOx,44,healthy,34655,single,practical,athletics,112506,no response,rural,FL
aVDslL0Y,55,healthy,79689,single,practical,,146934,response,urban,TX
X6iyFUAB,35,cozily,43919,single,expensive,badminton,88782,no response,rural,OH
NK1LM1wa,28,healthy,63365,single,expensive,badminton,67248,no response,urban,MO
p83DX3Tb,38,healthy,55032,married,expensive,soccer,57416,no response,urban,MN
PlFuZZh1,23,healthy,21729,married,expensive,athletics,45536,no response,rural,MD
4WeDMyTe,43,healthy,22047,married,practical,soccer,118664,no response,urban,VA
FoXDP9ez,61,healthy,23996,married,practical,,54811,response,urban,VA
7YEYHh3m,32,cozily,92346,married,practical,soccer,96643,no response,rural,CA
Osp2Uboa,62,healthy,35972,single,expensive,soccer,45183,response,urban,AL
gCXac4mq,35,healthy,44161,married,expensive,soccer,124099,no response,urban,OH
qMgyoHIS,54,active,46990,married,expensive,soccer,101151,no response,rural,IN
KdtY7R2P,52,active,53753,married,practical,athletics,131383,no response,urban,WI
wzvbM9fx,46,healthy,13304,single,practical,soccer,126684,response,rural,NY
magEGTQ8,16,active,33163,single,practical,soccer,22524,no response,urban,FL
rCx97Jpt,36,cozily,21639,single,practical,badminton,53328,no response,rural,MD
8S3d5Ug0,33,healthy,32689,single,expensive,badminton,126151,no response,urban,FL
zrfyc0EG,16,healthy,23510,single,practical,athletics,58890,response,rural,VA
ZQGZquHF,40,active,27090,married,expensive,badminton,94983,no response,urban,NC
pYzULeU1,43,cozily,80643,single,practical,soccer,46246,no response,urban,CO
kkclKJ8f,55,active,93639,married,practical,soccer,86039,no response,urban,CA
G9iGDhbe,33,active,62704,married,expensive,,93194,no response,rural,IL
8GzH10Xm,61,active,62050,single,practical,athletics,93246,response,rural,IL
WoNFZ1RJ,19,active,78414,single,practical,,117877,no response,urban,TX
gOTwecnF,34,cozily,29923,married,expensive,athletics,115369,no response,urban,SC
Gse4KzLD,30,active,94170,single,expensive,badminton,132032,no response,urban,CA
OvH4qqPP,42,active,30496,single,expensive,,26285,no response,urban,GA
XHINyZeu,16,cozily,41965,married,practical,soccer,85757,no response,urban,KY
w4QrmI5u,51,healthy,54056,single,practical,badminton,49032,no response,urban,WI
